tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,fBodyGyro-min()-X,fBodyGyro-min()-Y,fBodyGyro-min()-Z,fBodyGyro-meanFreq()-X,fBodyGyro-meanFreq()-Y,fBodyGyro-meanFreq()-Z,"angle(X,gravityMean)","angle(Y,gravityMean)","angle(Z,gravityMean)",Activity
0.15364839,-0.02878574,-0.10803989,-0.93645835,-0.77681739,-0.76279056,-0.43123019,-0.16577446,-0.43339533,-0.68493658,0.31580558,0.019422214,2
0.15751906,-0.040564129,-0.079484425,-0.97808102,-0.86326291,-0.46607843,-0.13386335,-0.25608179,-0.041822066,-0.68519007,0.3155784,0.022896608,2
0.14474072,-0.090230052,-0.14916923,-0.9672535,-0.83309614,-0.84503162,-0.28351149,-0.41319727,-0.30435946,-0.7298743,0.28418805,0.002548773,2
0.18423629,-0.029456692,-0.20099302,-0.76928132,-0.89616901,-0.93892254,-0.27507491,-0.47399355,-0.40135918,-0.69495626,0.30875563,0.025574001,2
0.47233232,0.042787274,-0.13675979,-0.70043508,0.24911895,-0.61251161,-0.25892277,0.15123459,-0.028671126,-0.68534657,0.31420478,0.042027827,2
0.38623625,-0.029559095,-0.12919437,-0.91351037,-0.82450935,-0.93820724,-0.31832127,-0.26312689,-0.27616417,-0.71046236,0.29758703,0.033599585,2
0.13964611,-0.021322566,-0.082665384,-0.85320448,-0.45054282,-0.62752952,-0.32646591,-0.12120942,-0.24692589,-0.71004125,0.29811399,0.030142359,2
0.23156992,-0.035338614,-0.037535825,-0.96658446,-0.91209664,-0.6616254,-0.42522169,-0.3313868,-0.29493542,-0.6994399,0.30561131,0.026783725,2
0.21039376,-0.055645637,-0.082174463,-0.90270338,-0.8748982,-0.56548552,-0.20426134,-0.30667998,-0.16431039,-0.70058337,0.30467579,0.029743576,2
0.18039614,-0.090742943,-0.071840032,-0.88250526,-0.60538497,-0.57400217,-0.27419994,-0.24961925,-0.2869936,-0.73528304,0.28102418,0.014305041,2
0.13238433,-0.008012834,-0.18776058,-0.9818882,-0.77235205,-0.77647621,-0.35659289,-0.34110558,-0.40257339,-0.70467675,0.30218439,0.01804898,2
0.38172772,0.035805424,-0.077523464,-0.89338061,-0.56305379,0.001998622,-0.19121516,-0.074750554,-0.11353102,-0.69424671,0.30927844,0.024599237,2
0.44286369,-0.061275311,-0.12653131,-0.96013227,-0.8407001,-0.93915751,-0.2332952,-0.093586065,-0.56247258,-0.70001542,0.3048953,0.003145356,2
0.16278092,-0.031742743,-0.14642306,-0.99880994,-0.51444536,-0.97891731,-0.28034228,-0.24299321,-0.51725633,-0.68913112,0.31204404,-0.001718726,2
0.24088418,0.001575225,-0.072270961,-0.90068274,-0.72692562,-0.34128802,-0.38070669,-0.072949327,-0.23018761,-0.68690585,0.31438977,0.01258921,2
0.35359955,-0.084295623,-0.077250913,-0.6896483,-0.79215912,-0.97276352,-0.032853219,-0.38896532,-0.10499683,-0.70266009,0.30333437,0.027939691,2
0.28343981,0.025317184,0.095227872,-0.9814649,-0.88924953,-0.95934225,-0.12673202,0.025789725,0.10286956,-0.87268817,0.10774334,0.1105249,5
0.25684619,-0.046043575,-0.17668834,-0.99610349,-0.94014383,-0.99256926,-0.43313798,-0.19964134,-0.031533131,-0.94370792,0.084536715,0.058536344,5
0.28176109,-0.018095793,-0.13759826,-0.96496132,-0.96610409,-0.9977684,0.067365261,-0.44383465,-0.23995212,-0.92442179,0.09677408,0.074170107,5
0.27718664,-0.022682687,-0.11838077,-0.99509678,-0.99469567,-0.99662342,-0.26561105,-0.35969173,-0.13891488,-0.91149557,0.098166605,0.083418613,5
0.27584576,-0.0179513,-0.10015508,-0.99707999,-0.98979318,-0.99493682,-0.076022705,-0.032070637,0.19257187,-0.90894803,0.099895644,0.085170945,5
0.27726427,-0.015394575,-0.10304259,-0.99863547,-0.99521887,-0.99979052,0.082085186,0.11164294,0.19054346,-0.91082186,0.10039278,0.083792669,5
0.27986791,-0.014616616,-0.10546753,-0.99808699,-0.99711326,-0.99769276,0.41711098,0.28757177,0.48592083,-0.91259947,0.099648923,0.082561015,5
0.27694494,-0.016508655,-0.10720186,-0.99949831,-0.99775441,-0.99713534,-0.08182743,-0.30578751,0.17465934,-0.91423392,0.09866973,0.081434473,5
0.27621366,-0.021643715,-0.12603957,-0.99993687,-0.99320869,-0.99983445,-0.11488514,-0.44403441,0.13357208,-0.91387751,0.098667697,0.081690495,5
0.27665659,-0.0197367,-0.12044724,-0.99694531,-0.99749313,-0.99611166,0.008949907,-0.20808268,0.003824217,-0.90716269,0.10038279,0.08642427,5
0.27780382,-0.014410313,-0.098215917,-0.99787551,-0.99463172,-0.99562635,-0.069817306,-0.003721293,0.088694071,-0.90326943,0.10109803,0.089174556,5
0.2793114,-0.015430176,-0.10758233,-0.99770326,-0.99482456,-0.99273494,-0.2318396,-0.20916973,0.46328569,-0.90638473,0.10013963,0.086998753,5
0.27690193,-0.015680183,-0.10786515,-0.99797556,-0.99942314,-0.99924357,-0.099687019,-0.31709571,0.32102805,-0.90691352,0.099406334,0.086659039,5
0.27612396,-0.017559202,-0.10743597,-0.99934249,-0.99728741,-0.99394248,-0.12862736,-0.37334862,0.38885903,-0.90715226,0.098850505,0.086512522,5
0.27803496,-0.01747052,-0.10733291,-0.99988223,-0.99800279,-0.99648621,0.055197584,-0.017512123,0.33478094,-0.90748322,0.099085521,0.086264856,5
0.2766658,-0.015881651,-0.10371094,-0.99653112,-0.99672014,-0.99983593,0.16124854,0.21695447,0.21802573,-0.90805513,0.099045586,0.085855875,5
0.24527246,-0.014790655,-0.50964494,-0.89896286,-0.97111638,-0.80174405,-0.2734435,-0.56933276,-0.12208306,-0.78199525,0.17430587,0.1534904,5
0.34659901,0.036388848,0.004174315,-0.95972614,-0.9236407,-0.93971244,-0.08564669,-0.13602408,-0.068403044,-0.64455147,0.18019684,0.2585393,5
0.28799501,-0.024978162,-0.091653013,-0.98829177,-0.9502314,-0.94911787,0.010758319,-0.20756276,0.01134659,-0.69227464,0.15784371,0.23080232,5
0.28474136,-0.01718498,-0.097969969,-0.97038103,-0.98560611,-0.96891289,0.39802776,-0.45031947,0.28786861,-0.70118467,0.16023984,0.22331006,5
0.28008026,-0.015520978,-0.09792507,-0.99465111,-0.98600719,-0.99305724,-0.59601644,-0.46881076,-0.19494017,-0.70440589,0.16081371,0.22068184,5
0.27479989,-0.01855847,-0.11154034,-0.99515292,-0.99575225,-0.9979952,-0.38680276,-0.15498843,-0.17014057,-0.70814157,0.16013518,0.21811223,5
0.28156463,-0.015812302,-0.098641793,-0.99683307,-0.98849014,-0.99455059,-0.37880469,0.007804481,0.19461828,-0.70743363,0.16068571,0.21844663,5
0.28342531,-0.016203385,-0.097128225,-0.98816841,-0.99963096,-0.99847212,-0.004078076,-0.20959596,0.059308125,-0.71129657,0.15997247,0.21579301,5
0.28589321,-0.016980724,-0.093953622,-0.95114451,-0.97463738,-0.999975,-0.14090861,-0.2295727,-0.37864587,-0.71577145,0.15919449,0.21270069,5
0.29745271,-0.010183004,-0.059043818,-0.99879462,-0.9939679,-0.99918398,-0.79511478,-0.7235785,-0.34209299,-0.7233054,0.15935193,0.20694923,5
0.27732183,-0.022631432,-0.10611859,-0.94386989,-0.98401965,-0.99265533,-0.19991146,-0.18420667,-0.48363493,-0.7407775,0.15729991,0.19447742,5
0.26157879,-0.029301916,-0.14739811,-0.99938735,-0.99558538,-0.99536405,-0.7342711,-0.50879076,-0.58580543,-0.73963063,0.15907447,0.19465549,5
0.27756883,-0.017125741,-0.10892996,-0.99336572,-0.99451993,-0.9901441,-0.58433471,-0.17102684,-0.34968316,-0.72450477,0.16357798,0.20439016,5
0.28063963,-0.01551884,-0.1023854,-0.99683285,-0.99179214,-0.99384619,-0.19180885,-0.035397202,0.32364261,-0.72340269,0.1640083,0.20505723,5
0.27648259,-0.016651044,-0.10669702,-0.99916012,-0.9988894,-0.99711535,0.15417945,0.32064187,0.39698439,-0.72616085,0.16327489,0.2032484,5
0.2778773,-0.017284606,-0.10973619,-0.99644931,-0.99147231,-0.98713628,0.11971069,0.24183095,0.59707473,-0.72665354,0.16312698,0.20293209,5
0.12998991,0.10483888,0.068729374,-0.99778547,-0.98066578,-0.97631664,-0.27932724,-0.57424972,0.19711635,-0.57884244,-0.031038924,-0.25298785,4
0.27925289,-0.039839274,-0.15501416,-0.99522676,-0.96525611,-0.97950164,0.096349309,-0.3778353,-0.17500814,-0.47041901,-0.083547951,-0.30739524,4
0.27746419,-0.014007809,-0.096205623,-0.99727185,-0.97181414,-0.97089148,-0.042809779,-0.14182951,0.024515505,-0.48964063,-0.076576602,-0.29656804,4
0.27383245,-0.014089347,-0.10834684,-0.99727263,-0.97189223,-0.98875601,0.18043282,-0.19535026,0.078615657,-0.48724762,-0.076740814,-0.29837579,4
0.27350894,-0.017701017,-0.10749793,-0.99715992,-0.99561465,-0.99655601,0.18783084,-0.2569131,0.054575863,-0.48550792,-0.078109609,-0.29888062,4
0.28426497,-0.018814157,-0.11205534,-0.99864466,-0.99503914,-0.99763797,-0.14504385,-0.26269876,-0.086111513,-0.48558347,-0.077964788,-0.2989142,4
0.28029774,-0.017494642,-0.10947401,-0.99702808,-0.99787842,-0.99432505,0.12805698,-0.47828245,0.11260727,-0.48752836,-0.077283763,-0.29780003,4
0.27209205,-0.016631752,-0.10268604,-0.99948994,-0.99423992,-0.99810752,0.1480733,-0.17320719,-0.09358949,-0.48785423,-0.077118456,-0.29764645,4
0.27373045,-0.015757166,-0.10452709,-0.99767359,-0.99795495,-0.99958494,-0.018157063,-0.11517735,-0.10270449,-0.48550286,-0.077400277,-0.29934427,4
0.27255662,-0.015492912,-0.10426384,-0.99808673,-0.99534892,-0.99786173,0.36724134,-0.09651059,0.037695901,-0.4833437,-0.077967226,-0.30070295,4
0.28029859,-0.018718736,-0.11241496,-0.99585773,-0.99841998,-0.95216964,0.39093617,-0.37180761,0.64183013,-0.48183499,-0.078495896,-0.30156615,4
0.16655551,0.043005178,-0.045671189,-0.98537674,-0.97404814,-0.86736843,-0.13194351,-0.27473345,-0.03579221,-0.91837689,0.054806486,-0.024820343,4
0.29228398,-0.002122323,-0.12172356,-0.87724224,-0.93063303,-0.79590413,-0.00497324,-0.32495464,0.084465572,-0.87764763,0.031764126,-0.041877411,4
0.28229276,-0.022769555,-0.096294846,-0.91383004,-0.97421213,-0.96777445,-0.008626842,-0.53317295,-0.26677621,-0.87069403,0.024398596,-0.040459659,4
0.26790345,-0.015648718,-0.084451368,-0.95929253,-0.97598672,-0.99123137,0.037747569,-0.53005266,-0.11364645,-0.87041982,0.026543717,-0.043508098,4
0.27649156,-0.011371509,-0.11128462,-0.98738233,-0.99348079,-0.99613005,0.25162028,-0.27074629,0.024436569,-0.86403688,0.025813069,-0.049534417,4
0.27558898,-0.010688872,-0.10783783,-0.99854698,-0.99829395,-0.98861209,0.30271273,-0.33608309,-0.033131023,-0.86137256,0.02328442,-0.049464288,4
0.2760852,-0.013502581,-0.11527053,-0.99803278,-0.99975003,-0.99547978,0.14333783,-0.72407385,-0.23940058,-0.85906833,0.020704006,-0.048886639,4
0.27841979,-0.013191022,-0.10548285,-0.99801765,-0.9835474,-0.9956124,0.25434739,-0.082499009,0.20391824,-0.8589693,0.019024678,-0.046892479,4
0.27619895,-0.014081247,-0.093219381,-0.99698534,-0.99941783,-0.99776807,0.26550404,-0.5059726,-0.015141718,-0.85560119,0.017302464,-0.04850323,4
0.2745312,-0.014640764,-0.095737957,-0.9977706,-0.98596471,-0.99751725,0.30751203,-0.4660818,-0.25514954,-0.85087893,0.016305825,-0.05253427,4
0.26420227,-0.007785963,-0.077829012,-0.99861146,-0.98695694,-0.98860886,0.25319171,-0.29905367,-0.13818277,-0.84576193,0.014842308,-0.056358949,4
0.25226433,-0.008669223,-0.057968447,-0.99725182,-0.97320766,-0.97272212,0.20042584,-0.02910714,0.2386478,-0.832623,0.010743711,-0.065598049,4
0.27082582,-0.013268152,-0.075411508,-0.9992809,-0.99039644,-0.99245889,0.065634224,-0.11746805,0.27015655,-0.81512619,0.006780804,-0.079141351,4
-0.4208058,-0.1084352,0.14361353,-0.93461404,-0.79320806,-0.92217211,0.087733014,0.46020909,-0.28039432,0.39227985,-0.19077653,-0.79198263,6
0.31565206,0.000169862,-0.13787352,-0.93784194,-0.87161099,-0.75092156,0.098826657,0.36760015,0.015196202,0.56840453,-0.13243137,-0.88856975,6
0.26665366,0.004133675,-0.11272459,-0.91553476,-0.99877499,-0.96724685,0.041143063,-0.16054372,-0.074609666,0.5645918,-0.14194957,-0.87847647,6
0.26511616,0.011963731,-0.12294512,-0.94249355,-0.98115348,-0.9660411,0.045316111,0.000616106,0.17831667,0.56416517,-0.15267893,-0.86732885,6
0.3000749,-0.013427778,-0.11406106,-0.99692593,-0.98204539,-0.97487394,0.25512406,-0.20152528,0.51319028,0.56823998,-0.16463293,-0.85515797,6
0.36528714,-0.011731823,-0.11702569,-0.97853312,-0.9832416,-0.99732784,0.10166022,-0.28359188,0.40963366,0.56026648,-0.16784242,-0.85136436,6
0.26511027,-0.015065119,-0.10864109,-0.99589076,-0.98062129,-0.99697871,-0.1185868,-0.15244352,-0.081621069,0.54090729,-0.16987223,-0.84760739,6
0.1984492,-0.02610275,-0.096657047,-0.99977447,-0.98591307,-0.9929971,-0.15400543,-0.16211177,-0.082782472,0.54624471,-0.16959804,-0.84842176,6
0.28410204,-0.025082992,-0.10669241,-0.98305583,-0.97296721,-0.97789345,0.25709369,-0.097631158,0.74694383,0.56353553,-0.16552611,-0.85397173,6
0.24199202,-0.033678712,-0.095143496,-0.99542195,-0.98629964,-0.99542463,0.044726749,-0.1865262,0.22756655,0.56385917,-0.16141794,-0.85825052,6
0.23513076,-0.032625394,-0.095187088,-0.99731115,-0.99048136,-0.99345249,-0.44145714,-0.73143446,0.26534246,0.5708181,-0.1539855,-0.86633214,6
0.26253473,-0.025469552,-0.10258128,-0.99975318,-0.99244866,-0.99943249,-0.59226749,-0.82223949,0.28044434,0.58096422,-0.14652914,-0.87444195,6
0.26764216,-0.021929329,-0.10559489,-0.99497786,-0.99987574,-0.99101257,-0.46322458,-0.8745918,0.30785496,0.58489578,-0.14252707,-0.87868417,6
-0.021257043,-0.15904825,0.08299952,-0.90562937,-0.84547179,-0.85436436,0.002453632,0.047802847,-0.05572802,0.58694265,-0.25441492,-0.76241655,6
0.486838,0.036752286,-0.18034055,-0.96146964,-0.91148089,-0.94246354,-0.041020135,-0.37426763,-0.000665591,0.65596966,-0.17550752,-0.84042431,6
0.24183104,-0.041390217,-0.081491222,-0.91331866,-0.98003635,-0.96484584,0.13066534,-0.44783976,0.094962149,0.6100034,-0.20044319,-0.81825558,6
0.19621687,-0.045141339,-0.089803963,-0.98200614,-0.97693082,-0.99584791,-0.13062334,-0.5186348,0.067415736,0.61657156,-0.18964673,-0.82920525,6
0.23172431,-0.022969098,-0.10731258,-0.99093197,-0.97974417,-0.99647548,-0.14922436,-0.1759869,0.26084125,0.6363473,-0.17689792,-0.84109167,6
0.22026139,-0.023718378,-0.10449423,-0.99918469,-0.99549331,-0.99791697,-0.38826557,-0.42444623,0.11704353,0.65029181,-0.17363358,-0.84304058,6
0.26112462,-0.022178978,-0.10683068,-0.99953212,-0.98760302,-0.99544683,-0.45376469,-0.54004159,-0.005452918,0.66421754,-0.17041285,-0.84453539,6
0.26846403,-0.022460921,-0.10647096,-0.99925722,-0.99911256,-0.99737299,-0.57064473,-0.68987426,0.27542494,0.66902253,-0.16780988,-0.84647934,6
0.30947248,-0.011217469,-0.11051753,-0.99972598,-0.99970053,-0.99664613,-0.51881635,-0.79358396,0.29747924,0.66930733,-0.16607274,-0.84820959,6
0.2541938,-0.020371646,-0.10409732,-0.99096779,-0.98673452,-0.98486403,-0.085113467,-0.27737824,0.5414753,0.66301178,-0.16826027,-0.84691343,6
0.27566952,-0.019273688,-0.10505778,-0.99264744,-0.99726886,-0.99663586,-0.33608798,-0.80962136,0.252441,0.66617642,-0.1671373,-0.84760012,6
0.27756612,-0.019823137,-0.10735063,-0.99981708,-0.99923745,-0.99527551,-0.52976213,-0.83649368,0.31780209,0.66693157,-0.1656511,-0.84900617,6
0.27545819,-0.019437088,-0.11000555,-0.99707863,-0.98959569,-0.99919622,-0.42170776,-0.72795026,0.25394231,0.66751039,-0.1643979,-0.85019877,6
0.27694629,-0.017410501,-0.11054808,-0.99892025,-0.98597079,-0.99524365,-0.3482726,-0.50016553,0.29723799,0.66833649,-0.16372926,-0.85075436,6
0.28716981,-0.016163889,-0.1076262,-0.99493076,-0.99811694,-0.99778447,-0.4973681,-0.66967647,0.0662656,0.66964652,-0.16337687,-0.8509089,6
0.2925287,-0.015111744,-0.10989895,-0.99856415,-0.98839262,-0.99836254,-0.62034667,-0.87375384,0.11951841,0.66765692,-0.16383932,-0.85074702,6
0.23920811,0.043559735,-0.14256779,-0.7969716,-0.97767426,-0.80553507,-0.18323658,-0.20655542,-0.32337129,-0.6192698,0.20469348,0.26690633,1
0.31038644,0.010790759,-0.14632751,-0.89459224,-0.61329598,-0.95057832,-0.27548673,-0.14725743,-0.59731065,-0.61175315,0.19983415,0.27507766,1
0.31267747,-0.058186408,-0.086047006,-0.83673731,-0.93861731,-0.59875782,-0.035968465,-0.19274449,-0.33485447,-0.60705608,0.19874309,0.27919179,1
0.26530725,-0.059534322,-0.072578121,-0.77011896,-0.81871228,-0.83175561,-0.19148377,0.052048274,-0.48781726,-0.60859489,0.20160387,0.27668159,1
0.25326214,0.025633214,-0.11446357,-0.44997384,-0.77393017,-0.68073605,0.13176161,-0.021349625,-0.30053187,-0.61297082,0.20374606,0.27227022,1
0.31484713,0.049366478,-0.14913349,-0.33344333,-0.44418978,-0.82374216,0.032262761,-0.016304568,-0.37090667,-0.6162969,0.20247546,0.27031021,1
0.25044799,-0.025514534,-0.10169382,-0.73700813,-0.75701658,-0.67637977,-0.30289237,-0.11097323,-0.25319494,-0.61562416,0.19730535,0.27326805,1
0.29298871,-0.080917583,-0.085219903,-0.42604848,-0.65592847,0.35966594,0.2245351,-0.069843059,0.072099849,-0.61271243,0.19367705,0.27712156,1
0.245335,-0.012051301,-0.099968485,-0.93079852,-0.89916687,-0.74126999,-0.38997391,-0.10105978,-0.38796404,-0.61314582,0.19382231,0.27672701,1
0.29918984,0.014831296,-0.13612038,-0.82539247,-0.049808733,-0.75609894,-0.26139121,0.13214654,-0.080521184,-0.61381456,0.19340071,0.27640044,1
0.25652445,-0.017428216,-0.12664607,-0.79701389,-0.8665842,-0.9016833,-0.39245872,-0.083545934,-0.52227117,-0.61105132,0.1963716,0.27720013,1
0.21123172,-0.012405762,-0.079094973,-0.91962886,-0.75549684,-0.93429155,-0.42946471,-0.17046725,-0.46167389,-0.60987341,0.19749034,0.2775992,1
0.20269282,-0.071365235,-0.11959836,-0.87979778,-0.95835352,-0.87576244,-0.22344891,-0.30742398,-0.54113517,-0.64162076,0.17087474,0.26425228,1
0.26741454,-0.052943682,-0.084038242,-0.97344875,-0.92151488,-0.83721994,-0.40276335,-0.21976064,-0.47818433,-0.63732325,0.18933475,0.26019706,1
0.29099099,-0.066843889,-0.11879242,-0.8023561,-0.75311444,-0.79105589,-0.22552225,-0.17280724,-0.43884985,-0.62832022,0.19104406,0.26634087,1
0.25965093,0.011959975,-0.10101571,-0.84107306,-0.86759741,-0.68687515,-0.18738281,-0.23445885,-0.33398533,-0.62002386,0.19244586,0.27207296,1
0.34688725,0.033245527,-0.14390716,-0.65223277,-0.75852377,-0.40999312,0.040934425,0.072418057,-0.19327024,-0.61871847,0.1947061,0.27207053,1
0.18340929,-0.022156361,-0.11420365,-0.7311201,-0.84960221,-0.8172571,-0.1294091,-0.1004497,-0.36510529,-0.62124301,0.1918849,0.27138635,1
0.28545355,-0.077360921,-0.10981132,-0.84485873,-0.74737008,-0.29144861,-0.29356757,0.10120289,-0.01418743,-0.62042265,0.19142567,0.27221294,1
0.28028971,-0.031491933,-0.089899429,-0.91435521,-0.64514636,-0.96978088,-0.21667093,-0.085085331,-0.51249174,-0.61497027,0.19508396,0.27477388,1
0.25352171,0.049112582,-0.067726806,-0.92247303,-0.82128887,-0.1101222,-0.25608937,-0.1770984,-0.15018198,-0.61525673,0.19829313,0.27309596,1
0.30459947,0.006092229,-0.14415832,-0.92026514,-0.67527836,-0.92305542,-0.22095204,-0.15689639,-0.53897795,-0.62967037,0.19551004,0.263281,1
0.23221825,-0.041847638,-0.10477933,-0.75758444,-0.93875654,-0.85808401,-0.20099694,-0.22770968,-0.38857961,-0.63338751,0.19151203,0.26224736,1
0.35567677,-0.067061524,-0.12487679,-0.7184365,-0.97564181,-0.64625221,-0.093222978,-0.27235344,0.055903229,-0.61473102,0.19381525,0.27551864,1
0.38550289,0.002594138,-0.034991343,-0.84603408,-0.28169834,-0.99366447,-0.20364314,0.31807805,0.007316099,-0.68776639,0.18418534,0.22358591,3
0.19831241,0.002753169,-0.13460536,-0.86668965,-0.98243403,-0.84777103,-0.31651381,0.12096169,0.030240867,-0.7177104,0.1738864,0.20514485,3
0.17810839,-0.04774373,-0.1660515,-0.87723161,0.62234871,-0.63354071,-0.43923817,0.35207831,-0.07298953,-0.70837921,0.17231867,0.21307149,3
0.34936345,-0.007459563,-0.11084157,-0.9366996,-0.88088653,-0.93781983,-0.39221399,0.090144897,-0.19870433,-0.68350966,0.17706913,0.23012628,3
0.28833934,-0.028646351,-0.087094292,-0.96811471,-0.44091235,-0.37044466,-0.41959121,0.23965397,0.07818742,-0.67892686,0.17442475,0.23474308,3
0.29509554,-0.039766486,-0.12193106,-0.96783222,-0.76169792,-0.83202038,-0.10259752,0.24293956,0.25555766,-0.67802351,0.18384961,0.23131786,3
0.3525819,-0.049331892,-0.073347147,-0.69709009,-0.89471422,-0.94819346,0.094214232,0.12928444,0.037731055,-0.65529348,0.17540519,0.25229429,3
0.22019902,-0.046123794,-0.15321124,-0.85709529,-0.78714764,-0.73708271,-0.1295397,0.081903722,-0.23982571,-0.66283058,0.18733051,0.24146422,3
0.29228268,0.009887,-0.13629336,-0.95386368,-0.54031338,-0.62165315,-0.32529063,0.087828597,0.13783589,-0.64527873,0.18638135,0.25539695,3
0.24040235,0.006360807,-0.12137695,-0.73236766,-0.79364831,-0.84292726,-0.013595956,0.14039942,0.048204654,-0.63956419,0.18536348,0.26020141,3
0.21694825,-0.063872709,-0.057405541,-0.79649204,-0.30491203,-0.47383691,-0.19130838,0.25322394,0.14353218,-0.64271087,0.18984074,0.25583415,3
0.37317414,-0.003350262,-0.047557833,-0.90322839,-0.98738618,-0.47983053,-0.20137857,0.16278352,0.30681074,-0.65088895,0.1947615,0.24719208,3
0.36179618,-0.024555824,-0.10247036,-0.99008459,-0.83678857,-0.39099746,-0.070055373,0.1761966,0.46465145,-0.65887799,0.20365067,0.23625913,3
0.19184361,0.004727394,-0.16764776,-0.79460829,-0.99629034,-0.92321132,0.045090098,0.17831792,0.10906178,-0.66453168,0.20271196,0.23226986,3
0.20397464,-0.013775561,-0.11554438,-0.92795462,-0.77165569,-0.7874809,-0.35806255,0.30790439,-0.16997243,-0.64642258,0.19858591,0.24877735,3
0.28263698,-0.031591035,-0.11262381,-0.89652606,-0.99483752,-0.6287226,-0.40813467,0.15836905,-0.24580079,-0.63618248,0.19555665,0.25822732,3
0.25687524,-0.001401752,-0.10242728,-0.86856137,-0.72835668,-0.76606382,-0.34870205,-0.019713409,-0.12211992,-0.63545209,0.19052481,0.26110406,3
0.30561019,-0.016736945,-0.030036114,-0.829145,-0.2759662,-0.46342465,-0.13225291,0.22414236,0.20375828,-0.64024037,0.19449017,0.2555914,3
0.24123973,-0.11546018,-0.029878119,-0.9533356,-0.52744886,-0.7873436,-0.13695826,-0.11605782,-0.53752717,-0.57266705,0.23251919,0.28850264,2
0.12515895,-0.096941077,-0.15316684,-0.78349288,-0.87216168,-0.6814587,0.054387838,-0.15085503,-0.28279533,-0.55361873,0.26000237,0.28637003,2
0.29589236,0.006189468,-0.066816784,-0.83197108,-0.9577568,-0.78881504,-0.13842111,-0.14334368,-0.5158508,-0.51554109,0.27376548,0.30810974,2
0.38570533,0.034228414,-0.16980564,-0.97442359,-0.86442345,0.15327027,-0.37838785,-0.21210393,-0.003789987,-0.52519997,0.27629537,0.29829769,2
0.30700515,-0.01171692,-0.19959722,-0.92174945,-0.56114231,-0.66284161,-0.34804707,-0.041397902,-0.44020577,-0.52762696,0.27613027,0.2963951,2
0.19819121,0.005399148,-0.044101056,-0.9690007,-0.7767778,-0.80940095,-0.35383282,-0.32177324,-0.63107504,-0.52417034,0.27438906,0.30054107,2
0.24277673,-0.044030027,-0.083415724,-0.61803227,-0.95168924,-0.64203648,0.28029672,-0.20845681,-0.19456654,-0.53706493,0.26206006,0.29856347,2
0.31189883,-0.098977214,-0.11457138,-0.93815925,-0.90491764,-0.21439298,0.013273481,-0.078432063,-0.046639891,-0.52815645,0.25527647,0.31023383,2
0.080398514,-0.058376367,-0.16388086,-0.92729262,-0.61614589,-0.85786086,-0.038471953,-0.12249496,-0.6094089,-0.54256994,0.26075392,0.29494455,2
0.26894082,0.042153777,-0.18002557,-0.97152967,-0.79293386,-0.83860913,-0.074304253,0.001829877,-0.28488244,-0.48954151,0.27845437,0.32608434,2
0.41749764,-0.011958649,-0.048973058,-0.98902615,-0.59124933,-0.4669756,-0.30710972,-0.068602355,-0.37082852,-0.48772114,0.27629112,0.32903761,2
0.25863904,-0.077913002,-0.080723003,-0.97049421,-0.85020991,-0.23331924,-0.46551798,-0.29539737,-0.036773446,-0.52575103,0.27406373,0.29946503,2
0.21409844,-0.037375062,-0.14185226,-0.89485252,-0.90023052,-0.59426468,-0.19567465,-0.2301938,-0.27658749,-0.51536291,0.26954672,0.31118546,2
0.33152918,0.053118119,-0.18796974,-0.741359,-0.71517091,-0.353742,-0.33066659,0.16859837,-0.14500473,-0.49797818,0.26426696,0.32869361,2
0.13336351,0.020698163,-0.25139349,-0.80082362,-0.95969589,1,0.12083638,-0.15982601,0.097942349,-0.55037123,0.25226034,0.29424018,2
0.28574531,0.010125471,-0.13376992,-0.71858136,-0.68075321,-0.86687981,-0.027532661,-0.14279096,-0.61527103,-0.50521789,0.26871789,0.31998082,2
0.24413345,-0.035862047,-0.018529254,-0.81314284,-0.34322455,-0.72415351,-0.17331965,-0.066205663,-0.54964903,-0.50828203,0.27013429,0.31654784,2
0.32050402,-0.096271378,-0.065100188,-0.94779375,-0.71991214,-0.53083397,-0.33610344,-0.23468657,-0.32322618,-0.51902103,0.26686444,0.31002967,2
0.19870516,-0.020323161,-0.12375466,-0.97499527,-0.20268035,-0.96498406,-0.4622705,-0.001716308,-0.59744373,-0.51284353,0.26940506,0.31333444,2
0.34407712,0.058712913,-0.13827974,-0.88487131,-0.87926401,0.1480396,-0.24096521,-0.1156408,-0.001264517,-0.50876179,0.27102101,0.31555572,2
0.2730386,-0.033769858,-0.10250193,-0.99069765,-0.98484401,-0.9872579,0.48787412,0.99374103,0.14548121,-0.742238,0.20005516,-0.13388092,5
0.27267238,-0.014362153,-0.10529951,-0.97034771,-0.99731453,-0.9918822,-0.012073516,0.10536849,-0.22166557,-0.74124499,0.20251363,-0.13288011,5
0.27973943,-0.015035944,-0.10503654,-0.99439228,-0.99599915,-0.98478981,-0.22687839,-0.083502783,0.039962665,-0.7399722,0.20189117,-0.1344737,5
0.27794935,-0.010034447,-0.10083088,-0.98303791,-0.99513493,-0.99329193,-0.43175961,0.13388101,0.075818732,-0.73996802,0.20066766,-0.1353992,5
0.2743814,-0.014031104,-0.10105394,-0.99622875,-0.9942876,-0.99445969,-0.58333112,0.16999569,-0.26241324,-0.73938246,0.19840952,-0.13756415,5
